fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person (Rs),Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages (in lakhs),Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure (in lakhs),Total_Exp (in Lakhs),Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages (in lakhs),Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,34,JHARKHAND,3417,CHATRA,2542445,272.7384468,29,59,1580.359833,5956,1,34962,2586464,637553,51963,126051,9335,96.08057,8730.722143,86871,96548,159721,194926,127,270045,322183,40918,7054.28174,1308879,97,96.73,1.02,99.39,NA
2024-2025,Aug,34,JHARKHAND,3418,KODERMA,948051,275.5473879,31,69,578.3315006,3839,5,14939,857940,74081,9057,11684,1062,61.76273,3004.125491,26994,29629,63372,81042,56,153458,194842,18778,2364.03126,438113,90,79.37,7.95,99.03,NA
2024-2025,Aug,34,JHARKHAND,3405,PALAMU,2698255,273.0641446,26,290,1396.533213,8738,4,59482,1796177,393432,73323,141039,23927,204.32484,6505.573413,66757,78420,198516,276699,90,406602,551790,68220,4904.71536,823893,94,86.74,7.9,99.31,NA
2024-2025,Aug,34,JHARKHAND,3406,LATEHAR,2778539,269.8653053,31,497,854.8900668,8227,0,30749,2105235,275916,22594,666129,51240,104.54286,6640.731787,67655,73635,123263,154412,109,188549,234393,38976,5681.29886,1001566,97,65.01,31.75,99.38,NA
2024-2025,Aug,34,JHARKHAND,3412,JAMTARA,2027739,269.9609493,29,94,1159.244691,6200,0,29299,1996942,152911,14544,410844,42178,67.14566,6617.353931,67930,74034,131051,177651,97,229745,300055,35499,5390.96358,899822,94,96.21,1.14,99.39,NA
2024-2025,Aug,34,JHARKHAND,3416,HAZARIBAGH,2514734,275.9988668,32,279,1429.479246,5262,17,32276,2320053,262835,34640,140526,15966,127.39165,7960.190886,72243,79503,160880,219940,244,366070,504749,37538,6403.31999,1172837,95,95.48,1.69,99.64,NA
2024-2025,Aug,34,JHARKHAND,3418,KODERMA,948051,275.5401232,31,69,578.3315006,3839,5,14933,857434,74081,9056,11624,1062,61.76273,3002.668931,26992,29626,63372,81040,56,153439,194814,18772,2362.5747,437895,90,79.37,7.96,99.03,NA
2024-2025,Aug,34,JHARKHAND,3419,GIRIDIH,4857104,271.4065724,29,532,2451.995852,10832,17,68612,3424443,191670,31958,289626,34913,262.41514,12008.57436,116709,123926,281411,369457,109,647956,859217,79444,9294.16337,1807322,94,93.63,3.01,99.58,NA
2024-2025,Aug,34,JHARKHAND,3420,BOKARO,1814701,274.6287118,33,197,1059.9265,10292,14,32514,1484871,145038,26410,225055,35164,118.63812,5256.446719,44692,50288,136554,206093,234,380399,548815,42806,4077.882099,723611,97,93.77,1.53,99.77,NA
2024-2025,Aug,34,JHARKHAND,3421,DHANBAD,1459824,272.1481308,25,105,437.9099003,6772,15,37361,1045117,83501,15547,172031,22245,122.38824,3404.56452,40425,45635,107098,149187,87,303586,394174,44133,2844.26638,480087,95,90.21,3.7,99.62,NA
2024-2025,Aug,34,JHARKHAND,3401,RANCHI,1769238,274.1891554,34,147,1423.671127,4164,9,37938,1955551,90844,12795,749202,104952,232.01341,7017.593307,56864,66437,150938,246949,387,347003,524983,42102,5361.90877,934582,93,93.66,1.3,99.15,NA
2024-2025,Aug,34,JHARKHAND,3404,SIMDEGA,1636707,278.7258978,29,119,1382.908185,5255,0,24595,1189580,113412,14533,729465,102207,68.9646,4767.54032,39904,44983,94529,155527,336,169700,272049,29850,3315.667535,536732,94,90.06,1.71,99.1,NA
2024-2025,Aug,34,JHARKHAND,3411,DUMKA,2701978,272.6915081,35,104,1490.438144,5200,0,35055,2530306,113441,10978,683273,68537,115.74602,8506.113754,71954,77695,150616,213373,98,327009,467538,40255,6899.92959,1178080,94,91.63,5.74,99.75,NA
2024-2025,Aug,34,JHARKHAND,3420,BOKARO,1814701,274.6400844,33,197,1059.9265,10292,14,32511,1483626,144888,26409,224855,35159,118.63812,5253.196319,44674,50265,136542,206077,234,380384,548797,42803,4074.631699,722772,97,93.79,1.53,99.77,NA
2024-2025,Aug,34,JHARKHAND,3415,GODDA,1787429,272.8040811,32,129,1207.248915,4417,7,35974,1665135,61922,9853,326552,39547,102.54961,5852.35476,50660,55351,131321,194069,60,302448,439961,40391,4542.556235,781291,92,89.17,5.77,99.5,NA
2024-2025,Aug,34,JHARKHAND,3418,KODERMA,948051,275.5216756,31,69,578.3315006,3839,5,14939,857832,74081,9057,11624,1062,61.76273,3003.607331,26992,29626,63372,81042,56,153458,194842,18778,2363.5131,438053,90,79.37,7.95,99.03,NA
2024-2025,Aug,34,JHARKHAND,3419,GIRIDIH,4857104,271.6747272,29,533,2451.995852,10889,17,68612,3432832,192447,31960,290533,34910,262.41514,12040.54796,117006,124236,281409,369459,109,648063,859333,79501,9326.13697,1811958,94,93.62,3.01,99.58,NA
2024-2025,Sep,34,JHARKHAND,3403,GUMLA,2013699,269.4861657,36,136,1865.801461,2761,1,37245,1663225,51551,6820,986862,124782,111.61412,6459.576861,45739,52086,113124,196766,303,220244,369441,40006,4482.16128,674178,94,91.71,6.67,98.67,NA
2024-2025,Sep,34,JHARKHAND,3414,PAKUR,1578888,272.4794306,35,33,932.8632596,5344,0,26176,1340488,27833,3373,368176,44047,117.52783,4702.94516,37548,39941,94542,122835,125,229027,291722,31520,3652.55407,659454,97,89.46,2.65,99.69,NA
2024-2025,Sep,34,JHARKHAND,3416,HAZARIBAGH,2862145,276.0633385,32,278,1429.479246,5281,17,32327,2334331,265624,34687,142095,15984,144.64004,8018.351376,72395,79677,160968,220116,244,368975,507986,37608,6444.23209,1183117,95,95.26,1.65,99.63,NA
2024-2025,Sep,34,JHARKHAND,3417,CHATRA,2893683,272.9057914,29,60,1580.359833,6098,1,35243,2602086,641423,51975,127050,9347,108.39992,8790.003143,87145,96855,159756,195040,130,275399,328200,41341,7101.24339,1317244,97,96.6,1.04,99.41,NA
2024-2025,Sep,34,JHARKHAND,3420,BOKARO,2065402,274.6719566,33,197,1059.9265,10302,13,32539,1494394,146255,26420,226248,35173,135.54725,5300.154989,44783,50393,136602,206174,239,382420,551159,42841,4104.681239,728899,97,93.71,1.51,99.76,NA
2024-2025,July,34,JHARKHAND,3401,RANCHI,1490734,273.5263357,31,142,687.7985638,3852,10,37145,1730694,80359,12720,662293,104479,221.43631,5643.138754,54280,63214,150063,245638,224,345926,523520,40997,4733.90388,826807,93,93.99,1.43,99.58,NA
2024-2025,July,34,JHARKHAND,3408,WEST SINGHBHUM,1550567,272.7336736,26,114,557.4572564,6183,4,36993,1380021,30195,5498,976305,158344,133.58576,4454.824986,52409,56852,150173,223305,75,353666,517142,43176,3763.78197,667527,89,82.88,11.01,99.84,NA
2024-2025,July,34,JHARKHAND,3419,GIRIDIH,4092524,270.0815606,27,474,1258.251056,9415,18,68089,3046914,165851,31659,254716,34816,262.41514,9749.819076,111022,117689,280482,368245,65,645617,856782,77504,8229.15288,1603859,94,94.12,3.1,99.82,NA
2024-2025,July,34,JHARKHAND,3420,BOKARO,1529041,274.1520917,31,194,536.8309018,9174,17,32123,1349777,128366,26378,199904,35155,118.63812,4355.910901,43049,48245,136434,206078,177,380090,548627,41297,3700.441879,655477,97,94.86,1.57,99.86,NA
2024-2025,July,34,JHARKHAND,3424,KHUNTI,704821,268.6625368,28,83,225.8489275,769,0,21239,537875,19697,4511,382726,67801,44.13818,1715.055728,18951,21975,59712,96485,50,148992,239044,22008,1445.06862,223552,96,93.12,0.98,99.29,NA
2024-2025,July,34,JHARKHAND,3403,GUMLA,1490765,268.8816115,31,123,652.6880776,1819,1,36123,1344413,41899,6725,798868,123624,67.61167,4335.179088,42067,47514,112122,194746,134,217643,364483,37942,3614.87934,540836,94,90.68,8.23,99.38,NA
2024-2025,July,34,JHARKHAND,3404,SIMDEGA,1379066,278.1552079,26,107,493.0524356,3783,0,24528,978214,92651,14620,602054,102842,38.64912,3252.654741,36737,41059,94531,156434,174,169894,273531,28311,2720.953185,432669,94,90.41,1.85,99.74,NA
2024-2025,July,34,JHARKHAND,3410,EAST SINGHBUM,1248546,266.2109023,21,83,304.8284577,3944,53,33043,634123,23317,9213,275961,103058,56.90528,2049.838298,29424,33857,112301,217184,21,274985,491047,36987,1688.10456,339604,94,86.19,5.2,99.67,NA
2024-2025,July,34,JHARKHAND,3413,SAHEBGANJ,1376079,276.1302937,26,137,673.2752279,2470,6,29177,1043496,29022,6672,221440,46403,75.89244,3630.576238,38801,41552,126108,158819,10,346825,427349,31647,2881.40857,516126,91,86.63,5.94,99.89,NA
2024-2025,July,34,JHARKHAND,3414,PAKUR,1168869,272.7145228,29,31,482.5419445,3484,0,26173,955544,18228,3320,255793,43549,51.42264,3139.871845,32767,34742,93201,121311,11,219615,281953,29657,2605.90726,465792,97,94.79,2.08,99.8,NA
2024-2025,July,34,JHARKHAND,3421,DHANBAD,1230027,267.8562211,23,93,334.0940809,5756,17,36279,843281,65713,15430,140436,22123,79.62978,2672.504481,35569,40014,106314,148170,38,302578,393091,42035,2258.78062,379691,95,91.96,3.47,99.84,NA
2024-2025,July,34,JHARKHAND,3404,SIMDEGA,1379066,277.9389006,26,106,493.0524356,3779,0,24444,963095,90874,14605,593747,102774,38.64912,3208.517211,36468,40718,94472,156341,166,169872,273497,28223,2676.815655,425806,94,90.45,1.84,99.73,NA
2024-2025,July,34,JHARKHAND,3407,GARHWA,3615437,269.6629358,30,187,1246.981271,5062,0,53886,3794891,409042,52289,374018,37778,147.4129,11627.80865,124326,149987,240891,350824,87,396275,562214,58948,10233.41448,1764663,92,92.89,2.66,99.72,NA
2024-2025,July,34,JHARKHAND,3408,WEST SINGHBHUM,1550567,267.4317069,25,112,520.5841032,4871,4,37493,1275553,27280,5478,906673,157930,101.85775,4033.675013,50527,54731,149727,222681,53,353250,516702,42364,3411.23316,614950,89,83.33,11.32,99.74,NA
2024-2025,July,34,JHARKHAND,3412,JAMTARA,1708543,270.9895141,25,89,71.4659501,3731,2,27882,1551805,118125,14642,326004,42335,51.89788,4328.59266,61807,66865,131026,178151,29,228758,299687,31613,4205.22883,687613,93,97.29,1.2,99.87,NA
2024-2025,July,34,JHARKHAND,3402,LOHARDAGA,537297,270.0329812,28,81,231.7320709,1732,0,16313,462961,24496,4943,286659,69898,37.02968,1518.909141,16399,20677,52701,112523,96,98175,195510,18045,1250.14739,235948,96,82.49,0.08,99.75,NA
2024-2025,July,34,JHARKHAND,3405,PALAMU,2273510,271.758923,24,255,670.4708109,7139,5,53623,1478088,324400,72809,114227,23817,159.62958,4846.936421,59455,69385,197141,274838,42,405121,550109,60762,4016.83603,672935,94,89.29,6.99,99.75,NA
2024-2025,July,34,JHARKHAND,3408,WEST SINGHBHUM,1550567,271.7677992,25,114,544.3984514,5382,4,37349,1313273,28366,5495,931732,158064,101.85775,4215.309331,51240,55536,149866,222885,61,353431,516893,42731,3569.05313,633668,89,83.12,11.26,99.79,NA
2024-2025,July,34,JHARKHAND,3409,SARAIKELA KHARSAWAN,1348889,268.6635908,25,150,470.1174722,6222,7,26480,963624,39379,10858,311717,88901,33.4423,3092.466612,37490,45379,113595,215523,35,234117,415759,32702,2588.90684,473473,92,92.99,2.16,99.72,NA
2024-2025,July,34,JHARKHAND,3414,PAKUR,1168869,272.6835292,29,31,482.5419445,3726,0,26063,962408,18460,3330,257604,43533,51.42264,3158.292685,32949,34933,93219,121338,11,219614,281949,29789,2624.3281,469132,97,94.69,2.07,99.81,NA
2024-2025,July,34,JHARKHAND,3420,BOKARO,1529041,274.0268637,30,182,533.6656018,7852,18,32774,1291256,122378,26314,189601,35141,87.85724,4159.911161,42000,47008,136128,205836,155,380049,548808,40626,3538.388319,626743,97,95.23,1.61,99.84,NA
2024-2025,July,34,JHARKHAND,3401,RANCHI,1490734,271.7576711,32,146,690.1661826,4070,9,37406,1807997,84639,12754,689994,104704,229.53631,5833.073033,55319,64490,150459,246242,266,346224,523940,41476,4913.37054,864798,93,93.8,1.37,99.58,NA
2024-2025,July,34,JHARKHAND,3406,LATEHAR,2341156,271.1176268,27,466,513.7629522,7816,0,28619,1708250,221818,22510,542386,50919,104.54286,5249.672672,62796,68202,122613,153717,54,187942,233787,36435,4631.36686,811221,97,63,34.68,99.79,NA
2024-2025,July,34,JHARKHAND,3408,WEST SINGHBHUM,1550567,273.7082063,27,114,560.0990864,6633,4,37173,1464062,31891,5503,1033889,158550,133.58576,4700.942686,53676,58268,150429,223609,92,353995,517449,43806,4007.25784,708164,89,82.49,10.96,99.81,NA
2024-2025,July,34,JHARKHAND,3409,SARAIKELA KHARSAWAN,1348889,270.9864676,27,154,487.4219802,8394,7,25348,1086655,44603,10904,355450,89195,72.45052,3504.5605,39883,48474,113990,216205,59,234302,415972,33742,2944.688,537903,93,91.74,2.16,99.76,NA
2024-2025,July,34,JHARKHAND,3423,RAMGARH,875629,268.211396,36,157,436.5382578,1843,31,15707,875291,43255,8044,210018,27673,57.99624,2842.164708,24273,28911,61617,101803,240,140186,221517,17550,2347.63021,397309,95,95.4,0.47,99.77,NA
2024-2025,July,34,JHARKHAND,3411,DUMKA,2276647,271.5519906,32,101,849.0107296,4821,0,33973,2285334,100140,10962,617554,68571,115.74602,7170.62672,69412,74984,150289,213178,59,325744,466321,38794,6205.86997,1059373,93,93.82,3.98,99.85,NA
2024-2025,July,34,JHARKHAND,3417,CHATRA,2142227,270.6582648,28,57,838.8527499,5144,1,34035,2383793,589998,51888,116592,9283,96.08057,7386.86609,83692,92937,159365,194494,72,269730,321804,39179,6451.93277,1205711,97,97.6,0.63,99.73,NA
2024-2025,July,34,JHARKHAND,3421,DHANBAD,1230027,266.0007701,24,102,341.8267844,6280,17,36712,942744,74671,15491,154617,22133,122.38824,2971.921324,37942,42762,106615,148569,67,302635,393114,42992,2507.7063,429185,95,91.03,3.59,99.82,NA
2024-2025,June,34,JHARKHAND,3415,GODDA,1161840,268.7124289,27,115,75.596319,1983,8,33176,1197749,40840,9563,229690,38954,74.14249,3368.239239,43095,46779,129070,191030,13,300733,438083,35159,3218.50043,554136,91,89.68,7.28,99.86,NA
2024-2025,June,34,JHARKHAND,3417,CHATRA,1652606,271.3905285,26,48,245.3264036,3191,2,33932,2087863,520863,51767,101867,9168,55.75573,5967.344564,78231,86797,158604,193605,28,269275,321304,37123,5666.26243,1057893,96,98.3,0.41,99.8,NA
2024-2025,June,34,JHARKHAND,3423,RAMGARH,675498,271.1737991,30,141,46.9475454,890,31,15530,641436,30695,7947,145781,27357,41.74947,1828.103385,21142,24835,60972,100727,68,139975,221241,16420,1739.40637,287289,95,96.68,0.55,99.91,NA
2024-2025,June,34,JHARKHAND,3404,SIMDEGA,1063871,278.8493301,25,96,29.6938199,3716,0,24056,901723,85013,14618,557501,102829,38.64912,2582.791485,35478,39516,94452,156428,135,169853,273654,27772,2514.448545,396946,94,91.91,2.06,99.7,NA
2024-2025,June,34,JHARKHAND,3421,DHANBAD,948895,269.3163258,22,91,40.50833151,5009,18,36189,758762,58401,15333,126050,22117,79.62978,2163.608052,33550,37665,105955,147767,20,302440,393014,41198,2043.46994,340628,95,92.48,3.61,99.82,NA
2024-2025,June,34,JHARKHAND,3406,LATEHAR,1806068,271.635121,24,448,182.1179174,6258,0,28384,1436139,186355,22527,450772,50920,75.09522,4158.271047,59262,64182,122511,153938,16,188004,234263,34642,3901.05791,681237,97,58.22,40.37,99.8,NA
2024-2025,June,34,JHARKHAND,3408,WEST SINGHBHUM,1196174,270.3043252,24,108,91.07712191,4102,4,37031,1137990,24283,5452,810983,157473,99.62975,3266.743062,47357,51216,149148,221911,36,353027,516560,41133,3076.03619,548552,88,82.91,12.15,99.8,NA
2024-2025,June,34,JHARKHAND,3416,HAZARIBAGH,1634592,274.2621625,27,250,150.8994871,3385,18,31557,1820089,200118,34184,107034,15789,97.36517,5240.080107,65045,71256,159093,217669,66,364356,503048,34942,4991.81545,914602,95,96.9,1.63,99.84,NA
2024-2025,June,34,JHARKHAND,3417,CHATRA,1652606,271.1398581,26,48,245.3264036,3206,2,33973,2099836,523438,51774,102317,9177,55.75573,5994.574484,78513,87110,158636,193646,32,269293,321326,37179,5693.49235,1063640,96,98.27,0.41,99.8,NA
2024-2025,June,34,JHARKHAND,3419,GIRIDIH,3157149,267.8653769,25,451,194.7450904,7094,19,67716,2694507,143204,31709,222916,35120,177.0727,7589.46912,105379,111530,282383,371066,40,647952,860349,74810,7217.65133,1415837,94,94.4,3.32,99.84,NA
2024-2025,June,34,JHARKHAND,3420,BOKARO,1179568,274.1527214,29,170,56.14271676,5287,24,33091,1137823,106327,26254,164231,35153,87.85724,3263.372676,39235,43793,136128,206209,99,380682,550205,38378,3119.372719,548969,97,96.01,1.68,99.88,NA
2024-2025,June,34,JHARKHAND,3402,LOHARDAGA,414495,270.9750933,27,76,21.5075588,1544,0,16350,427757,23145,4934,266251,69784,37.02968,1217.652169,15792,19840,52567,112313,72,98133,195491,17894,1159.11493,217356,96,82.7,0.1,99.75,NA
2024-2025,June,34,JHARKHAND,3406,LATEHAR,1806068,271.2681064,24,449,211.1067786,6377,0,28531,1485347,192654,22548,468070,50938,75.09522,4315.474679,59971,64985,122567,153969,26,188018,234229,34908,4029.27268,704842,97,59.31,39.09,99.76,NA
2024-2025,June,34,JHARKHAND,3409,SARAIKELA KHARSAWAN,1040590,269.6062465,24,144,108.132832,4570,8,27575,887535,35941,10823,287148,88834,33.4423,2534.424932,36114,43600,113440,215286,26,234112,415783,32145,2392.8498,433897,92,93.28,2.22,99.68,NA
2024-2025,June,34,JHARKHAND,3413,SAHEBGANJ,1061566,277.026885,26,136,288.4325385,2275,7,28931,980993,27282,6667,207166,46380,75.89244,3081.939329,37627,40214,125991,158673,9,346856,427417,31206,2717.61435,484636,91,88.33,4.2,99.89,NA
2024-2025,June,34,JHARKHAND,3418,KODERMA,616240,273.3388784,27,63,28.5745446,2893,5,14922,677839,53954,8913,9136,1075,40.19767,1921.569735,24237,26518,62818,80334,19,153177,194582,17815,1852.79752,342683,90,81.04,10.06,99.32,NA
2024-2025,June,34,JHARKHAND,3419,GIRIDIH,3157149,267.8958103,26,452,252.5637756,7261,19,68454,2771398,148017,31679,228952,34977,180.2157,7857.238606,106551,112807,281785,370289,44,647261,859415,75715,7424.45913,1457229,94,94.37,3.28,99.79,NA
2024-2025,June,34,JHARKHAND,3420,BOKARO,1179568,273.8757518,29,174,114.756191,6665,22,32747,1192364,112302,26201,172700,35158,87.85724,3468.2093,40448,45175,135977,205796,110,380219,549310,39412,3265.595869,576658,97,95.73,1.7,99.83,NA
2024-2025,June,34,JHARKHAND,3424,KHUNTI,543730,263.6311168,26,72,28.2972161,237,0,20807,464868,17017,4498,333197,67827,32.09448,1285.928396,17583,20288,59593,96395,27,149068,239313,21044,1225.5367,190696,96,93.93,1.11,99.13,NA
2024-2025,June,34,JHARKHAND,3402,LOHARDAGA,414495,270.4349061,26,76,8.28483,1534,0,16346,423496,22470,4931,263713,69779,37.02968,1190.59552,15755,19785,52556,112294,71,98123,195472,17880,1145.28101,215422,96,82.53,0.1,99.75,NA
2024-2025,June,34,JHARKHAND,3404,SIMDEGA,1063871,279.1648128,25,97,29.6938199,3727,0,24092,909617,85798,14619,561891,102775,38.64912,2607.673535,35593,39648,94439,156374,139,169837,273590,27819,2539.330595,400937,94,91.88,2.05,99.7,NA
2024-2025,June,34,JHARKHAND,3422,DEOGHAR,2137668,268.4943788,32,286,166.3461875,3384,0,32140,2619101,156034,24249,261434,28449,115.91216,7314.397308,79714,86782,188911,271550,81,395249,578721,35524,7032.13896,1138350,92,92.85,3.1,99.89,NA
2024-2025,June,34,JHARKHAND,3404,SIMDEGA,1063871,279.8818551,22,91,8.91806,3392,0,23255,755966,71326,14608,468222,102895,38.64912,2163.378845,33020,36599,94406,156581,57,169825,273983,26647,2115.811665,329454,94,92.94,2.17,99.72,NA
2024-2025,June,34,JHARKHAND,3412,JAMTARA,1318043,269.2615295,21,85,9.17082,3185,2,27369,1254084,96737,14626,262395,42466,51.89788,3437.83446,57493,61984,131657,179024,2,229479,300793,30554,3376.76576,553425,93,97.7,1.39,99.85,NA
2024-2025,June,34,JHARKHAND,3415,GODDA,1161840,269.2490664,25,106,73.9340304,950,8,32623,1002528,33753,9524,197248,39052,74.14249,2847.3738,39749,43101,128870,191024,1,300870,438601,33573,2699.29728,460447,91,90.11,7.26,99.82,NA
2024-2025,June,34,JHARKHAND,3422,DEOGHAR,2137668,268.0223512,28,269,77.1408765,2843,0,31848,2146689,126413,24207,216109,28338,115.91216,5946.659367,75602,82009,188172,270535,13,393963,577202,34691,5753.60633,934057,92,94.25,3.93,99.88,NA
2024-2025,June,34,JHARKHAND,3424,KHUNTI,543730,263.0583437,23,65,15.1951328,113,0,19788,358976,12846,4502,261067,67797,32.09448,991.6059328,15503,17741,59400,96176,6,149039,239535,19901,944.31632,144417,96,95.46,1.23,99.26,NA
2024-2025,June,34,JHARKHAND,3401,RANCHI,1150016,269.3386414,26,132,60.6487278,3045,12,35566,1301728,61331,12569,489687,103498,153.08361,3719.788848,48712,56165,148350,243144,42,344793,521998,38611,3506.05651,619107,93,95.39,1.88,99.54,NA
2024-2025,June,34,JHARKHAND,3402,LOHARDAGA,414495,268.0009168,24,66,8.28483,1235,0,16206,347956,18887,4934,218699,69754,37.02968,977.83978,14493,18029,52298,112162,24,98022,195674,17441,932.52527,176485,96,86.08,0.06,99.8,NA
2024-2025,June,34,JHARKHAND,3408,WEST SINGHBHUM,1196174,267.0687853,21,100,91.07712191,2918,4,36669,945056,20035,5429,673760,157346,99.62975,2714.656452,43172,46595,148620,221474,13,352978,516946,39587,2523.94958,454334,88,84.29,12.15,99.72,NA
2024-2025,June,34,JHARKHAND,3413,SAHEBGANJ,1061566,277.0269477,23,121,80.1380387,2050,7,28196,833577,22518,6643,175578,46340,75.89244,2465.263399,35083,37456,125790,158506,2,346922,427544,30246,2309.23292,411290,90,88.47,4.05,99.89,NA
2024-2025,June,34,JHARKHAND,3416,HAZARIBAGH,1634592,272.8570214,25,235,30.6821511,2923,19,30421,1519990,166706,33919,89500,15662,97.36517,4275.446761,59851,65472,157972,216264,22,363551,502230,33344,4147.39944,759714,95,97.2,1.72,99.8,NA
2024-2025,June,34,JHARKHAND,3421,DHANBAD,948895,266.0026366,20,81,10.4964214,4194,23,35628,642124,47943,15185,108816,22147,79.62978,1798.192971,30774,34492,105398,147157,4,302287,392945,39822,1708.06677,285722,95,93.64,3.58,99.84,NA
2024-2025,June,34,JHARKHAND,3405,PALAMU,1753883,272.830037,21,196,66.5991117,5690,11,47735,981549,216278,71850,76572,23411,153.51958,2898.079192,45081,52001,194479,271188,0,403666,548284,53425,2677.9605,445429,93,90.35,7.08,99.7,NA
2024-2025,June,34,JHARKHAND,3416,HAZARIBAGH,1634592,273.2636201,24,221,30.6821511,2815,19,30140,1426253,156651,33805,84820,15641,97.36517,4025.477901,57822,63228,157595,215779,18,363307,501942,32955,3897.43058,712232,95,97.17,1.84,99.78,NA
2024-2025,June,34,JHARKHAND,3417,CHATRA,1652606,269.3212368,25,47,1.9066102,2667,4,33445,1916465,480595,51867,93748,9117,55.75573,5219.10958,75367,83460,158646,193746,13,270014,322371,36112,5161.44724,971407,96,98.64,0.47,99.75,NA
2024-2025,June,34,JHARKHAND,3420,BOKARO,1179568,274.4701754,25,152,31.1480374,3456,34,32199,907493,83620,26611,129116,35307,87.85724,2609.802906,35149,38987,136991,208484,42,382169,553508,35655,2490.797629,437178,96,96.64,1.78,99.82,NA
2024-2025,June,34,JHARKHAND,3404,SIMDEGA,1063871,279.2223469,23,92,8.91806,3444,0,23284,770438,73150,14618,476167,102884,38.64912,2198.802245,33298,36918,94417,156584,63,169816,273934,26728,2151.235065,335901,94,92.86,2.18,99.76,NA
2024-2025,June,34,JHARKHAND,3407,GARHWA,2789103,267.5921733,26,164,5.1241882,4251,0,52247,3049474,316346,52486,292116,38075,146.6329,8311.910838,114746,137501,241448,353570,15,397701,566380,56498,8160.15375,1421136,92,93.87,3.31,99.69,NA
